2014-05-19-14:07:50,51 0.1582
2014-05-19-14:07:55,52 0.1780
2014-05-19-14:08:00,52 0.1582
2014-05-19-14:08:05,52 0.1714
2014-05-19-14:08:10,53 0.1581
2014-05-19-14:08:15,54 0.1780
2014-05-19-14:08:20,54 0.1582
2014-05-19-14:08:25,54 0.1780
2014-05-19-14:08:30,55 0.1582
2014-05-19-14:08:35,55 0.1780
2014-05-19-14:08:40,56 0.1582
2014-05-19-14:08:45,56 0.1780
2014-05-19-14:08:50,56 0.1582
2014-05-19-14:08:55,57 0.1780
2014-05-19-14:09:00,58 0.1515
2014-05-19-14:09:05,58 0.1845
2014-05-19-14:09:10,59 0.1648
2014-05-19-14:09:15,59 0.1714
2014-05-19-14:09:20,59 0.1648
2014-05-19-14:09:25,60 0.1648
2014-05-19-14:09:30,60 0.1714
2014-05-19-14:09:35,61 0.1648
2014-05-19-14:09:40,61 0.1714
2014-05-19-14:09:45,61 0.1648
2014-05-19-14:09:50,62 0.1648
2014-05-19-14:09:55,62 0.1714
2014-05-19-14:10:00,63 0.1648
2014-05-19-14:10:05,63 0.1714
2014-05-19-14:10:10,63 0.1648
2014-05-19-14:10:15,64 0.1648
2014-05-19-14:10:20,64 0.1714
2014-05-19-14:10:25,65 0.1648
2014-05-19-14:10:30,65 0.1714
2014-05-19-14:10:35,65 0.1648
2014-05-19-14:10:40,66 0.1648
2014-05-19-14:10:45,66 0.1714
2014-05-19-14:10:50,67 0.1648
2014-05-19-14:10:55,67 0.1714
2014-05-19-14:11:00,67 0.1648
2014-05-19-14:11:05,68 0.1714
2014-05-19-14:11:10,68 0.1648
2014-05-19-14:11:15,68 0.1648
2014-05-19-14:11:20,69 0.1714
2014-05-19-14:11:25,69 0.1648
2014-05-19-14:11:30,70 0.1714
2014-05-19-14:11:35,70 0.1648
2014-05-19-14:11:40,70 0.1714
2014-05-19-14:11:45,71 0.1648
2014-05-19-14:11:50,71 0.1648
2014-05-19-14:11:55,72 0.1714
2014-05-19-14:12:00,72 0.1648
2014-05-19-14:12:05,72 0.1714
2014-05-19-14:12:10,73 0.1648
2014-05-19-14:12:15,73 0.1648
2014-05-19-14:12:20,74 0.1714
2014-05-19-14:12:25,74 0.1648
2014-05-19-14:12:30,74 0.1714
2014-05-19-14:12:35,75 0.1648
2014-05-19-14:12:40,75 0.1648
2014-05-19-14:12:45,76 0.1714
2014-05-19-14:12:50,76 0.1648
2014-05-19-14:12:55,76 0.1714
2014-05-19-14:13:00,77 0.1648
2014-05-19-14:13:05,77 0.1648
2014-05-19-14:13:10,77 0.1714
2014-05-19-14:13:15,78 0.1648
2014-05-19-14:13:20,78 0.1714
2014-05-19-14:13:25,79 0.1648
2014-05-19-14:13:30,79 0.1714
2014-05-19-14:13:35,79 0.1648
2014-05-19-14:13:40,80 0.1714
2014-05-19-14:13:45,80 0.1648
2014-05-19-14:13:50,81 0.1648
2014-05-19-14:13:55,81 0.1714
2014-05-19-14:14:00,81 0.1648
2014-05-19-14:14:05,82 0.1714
2014-05-19-14:14:10,82 0.1648
2014-05-19-14:14:15,83 0.1714
2014-05-19-14:14:20,83 0.1648
2014-05-19-14:14:25,83 0.1648
2014-05-19-14:14:30,84 0.1714
2014-05-19-14:14:35,84 0.1648
2014-05-19-14:14:40,85 0.1714
2014-05-19-14:14:45,85 0.1648
2014-05-19-14:14:50,85 0.1714
2014-05-19-14:14:55,86 0.1648
2014-05-19-14:15:00,86 0.1648
2014-05-19-14:15:05,86 0.1714
2014-05-19-14:15:10,87 0.1648
2014-05-19-14:15:15,87 0.1714
2014-05-19-14:15:20,88 0.1648
2014-05-19-14:15:25,88 0.1648
2014-05-19-14:15:30,88 0.1714
2014-05-19-14:15:35,89 0.1648
2014-05-19-14:15:40,89 0.1648
2014-05-19-14:15:45,90 0.1714
2014-05-19-14:15:50,90 0.1648
2014-05-19-14:15:55,90 0.1714
2014-05-19-14:16:00,91 0.1648
2014-05-19-14:16:05,91 0.1648
2014-05-19-14:16:10,92 0.1714
2014-05-19-14:16:15,92 0.1648
2014-05-19-14:16:20,92 0.1714
2014-05-19-14:16:25,93 0.1648
2014-05-19-14:16:30,93 0.1714
2014-05-19-14:16:35,94 0.1648
2014-05-19-14:16:40,94 0.1714
2014-05-19-14:16:45,94 0.1648
2014-05-19-14:16:50,95 0.1648
2014-05-19-14:16:55,95 0.1714
2014-05-19-14:17:00,95 0.1648
2014-05-19-14:17:05,96 0.1714
2014-05-19-14:17:10,96 0.1648
2014-05-19-14:17:15,97 0.1648
2014-05-19-14:17:20,97 0.1714
2014-05-19-14:17:25,97 0.1648
2014-05-19-14:17:30,98 0.1714
2014-05-19-14:17:35,98 0.1648
2014-05-19-14:17:40,99 0.1648
2014-05-19-14:17:45,99 0.1714
2014-05-19-14:17:50,99 0.1648
2014-05-19-14:17:56,00 0.1713
2014-05-19-14:18:01,01 0.1648
2014-05-19-14:18:06,01 0.1648
2014-05-19-14:18:11,01 0.1714
2014-05-19-14:18:16,02 0.1648
2014-05-19-14:18:21,02 0.1714
2014-05-19-14:18:26,03 0.1648
2014-05-19-14:18:31,03 0.1714
2014-05-19-14:18:36,03 0.1648
2014-05-19-14:18:41,04 0.1648
2014-05-19-14:18:46,04 0.1714
2014-05-19-14:18:51,04 0.1648
2014-05-19-14:18:56,05 0.1714
2014-05-19-14:19:01,05 0.1648
2014-05-19-14:19:06,06 0.1648
2014-05-19-14:19:11,06 0.1714
2014-05-19-14:19:16,06 0.1648
2014-05-19-14:19:21,07 0.1714
2014-05-19-14:19:26,07 0.1648
2014-05-19-14:19:31,08 0.1714
2014-05-19-14:19:36,08 0.1648
2014-05-19-14:19:41,08 0.1714
2014-05-19-14:19:46,09 0.1648
2014-05-19-14:19:51,09 0.1648
2014-05-19-14:19:56,10 0.1714
2014-05-19-14:20:01,10 0.1648
2014-05-19-14:20:06,10 0.1714
2014-05-19-14:20:11,11 0.1648
2014-05-19-14:20:16,11 0.1648
2014-05-19-14:20:21,12 0.1714
2014-05-19-14:20:26,12 0.1648
2014-05-19-14:20:31,12 0.1714
2014-05-19-14:20:36,13 0.1648
2014-05-19-14:20:41,13 0.1648
2014-05-19-14:20:46,13 0.1714
2014-05-19-14:20:51,14 0.1648
2014-05-19-14:20:56,14 0.1714
2014-05-19-14:21:01,15 0.1648
2014-05-19-14:21:06,15 0.1648
2014-05-19-14:21:11,15 0.1714
2014-05-19-14:21:16,16 0.1648
2014-05-19-14:21:21,16 0.1714
2014-05-19-14:21:26,17 0.1648
2014-05-19-14:21:31,17 0.1648
2014-05-19-14:21:36,17 0.1714
2014-05-19-14:21:41,18 0.1648
2014-05-19-14:21:46,18 0.1714
2014-05-19-14:21:51,19 0.1714
2014-05-19-14:21:56,19 0.1648
2014-05-19-14:22:01,19 0.1648
2014-05-19-14:22:06,20 0.1714
2014-05-19-14:22:11,20 0.1648
2014-05-19-14:22:16,21 0.1714
2014-05-19-14:22:21,21 0.1648
2014-05-19-14:22:26,21 0.1648
2014-05-19-14:22:31,22 0.1714
2014-05-19-14:22:36,22 0.1648
2014-05-19-14:22:41,22 0.1714
2014-05-19-14:22:46,23 0.1648
2014-05-19-14:22:51,23 0.1714
2014-05-19-14:22:56,24 0.1648
2014-05-19-14:23:01,24 0.1648
2014-05-19-14:23:06,24 0.1714
2014-05-19-14:23:11,25 0.1648
2014-05-19-14:23:16,25 0.1714
2014-05-19-14:23:21,26 0.1648
2014-05-19-14:23:26,26 0.1648
2014-05-19-14:23:31,26 0.1714
2014-05-19-14:23:36,27 0.1648
2014-05-19-14:23:41,27 0.1714
2014-05-19-14:23:46,28 0.1648
2014-05-19-14:23:51,28 0.1648
2014-05-19-14:23:56,28 0.1714
2014-05-19-14:24:01,29 0.1648
2014-05-19-14:24:06,29 0.1714
2014-05-19-14:24:11,29 0.1648
2014-05-19-14:24:16,30 0.1648
2014-05-19-14:24:21,30 0.1714
2014-05-19-14:24:26,31 0.1648
2014-05-19-14:24:31,31 0.1714
2014-05-19-14:24:36,31 0.1648
2014-05-19-14:24:41,32 0.1648
2014-05-19-14:24:46,32 0.1714
2014-05-19-14:24:51,33 0.1648
2014-05-19-14:24:56,33 0.1714
2014-05-19-14:25:01,33 0.1648
2014-05-19-14:25:06,34 0.1714
2014-05-19-14:25:11,34 0.1648
2014-05-19-14:25:16,35 0.1714
2014-05-19-14:25:21,35 0.1648
2014-05-19-14:25:26,35 0.1648
2014-05-19-14:25:31,36 0.1714
2014-05-19-14:25:36,36 0.1648
2014-05-19-14:25:41,37 0.1714
2014-05-19-14:25:46,37 0.1648
2014-05-19-14:25:51,37 0.1648
2014-05-19-14:25:56,38 0.1714
2014-05-19-14:26:01,39 0.1713
2014-05-19-14:26:06,39 0.1648
2014-05-19-14:26:11,39 0.1648
2014-05-19-14:26:16,40 0.1713
2014-05-19-14:26:21,40 0.1648
2014-05-19-14:26:26,41 0.1713
2014-05-19-14:26:31,42 0.1648
2014-05-19-14:26:36,42 0.1713
2014-05-19-14:26:41,43 0.1647
2014-05-19-14:26:46,44 0.1647
2014-05-19-14:26:51,45 0.1713
2014-05-19-14:26:56,45 0.1648
2014-05-19-14:27:01,46 0.1714
2014-05-19-14:27:06,46 0.1648
2014-05-19-14:27:11,46 0.1648
2014-05-19-14:27:16,47 0.1714
2014-05-19-14:27:21,47 0.1648
2014-05-19-14:27:26,48 0.1714
2014-05-19-14:27:31,48 0.1715
2014-05-19-14:27:36,48 0.1780
2014-05-19-14:27:41,48 0.1649
2014-05-19-14:27:46,49 0.1648
2014-05-19-14:27:51,49 0.1714
2014-05-19-14:27:56,49 0.1648
2014-05-19-14:28:01,50 0.1714
2014-05-19-14:28:06,50 0.1714
2014-05-19-14:28:11,51 0.1648
2014-05-19-14:28:16,51 0.1714
2014-05-19-14:28:21,51 0.1648
2014-05-19-14:28:26,52 0.1714
2014-05-19-14:28:31,52 0.1648
2014-05-19-14:28:36,53 0.1648
2014-05-19-14:28:41,53 0.1714
2014-05-19-14:28:46,53 0.1648
2014-05-19-14:28:51,54 0.1714
2014-05-19-14:28:56,54 0.1648
2014-05-19-14:29:01,55 0.1648
2014-05-19-14:29:06,55 0.1714
2014-05-19-14:29:11,55 0.1648
2014-05-19-14:29:16,56 0.1714
2014-05-19-14:29:21,56 0.1648
2014-05-19-14:29:26,57 0.1648
2014-05-19-14:29:31,57 0.1714
2014-05-19-14:29:36,57 0.1648
2014-05-19-14:29:41,58 0.1714
2014-05-19-14:29:46,58 0.1648
2014-05-19-14:29:51,58 0.1714
2014-05-19-14:29:56,59 0.1648
2014-05-19-14:30:01,59 0.1714
2014-05-19-14:30:06,60 0.1648
2014-05-19-14:30:11,60 0.1648
2014-05-19-14:30:16,60 0.1714
2014-05-19-14:30:21,61 0.1648
2014-05-19-14:30:26,61 0.1714
2014-05-19-14:30:31,62 0.1648
2014-05-19-14:30:36,62 0.1648
2014-05-19-14:30:41,62 0.1714
2014-05-19-14:30:46,63 0.1648
2014-05-19-14:30:51,63 0.1714
2014-05-19-14:30:56,64 0.1648
2014-05-19-14:31:01,64 0.1648
2014-05-19-14:31:06,64 0.1714
2014-05-19-14:31:11,65 0.1648
2014-05-19-14:31:16,65 0.1714
2014-05-19-14:31:21,66 0.1648
2014-05-19-14:31:26,66 0.1714
2014-05-19-14:31:31,66 0.1648
2014-05-19-14:31:36,67 0.1714
2014-05-19-14:31:41,67 0.1648
2014-05-19-14:31:46,67 0.1648
2014-05-19-14:31:51,68 0.1714
2014-05-19-14:31:56,68 0.1648
2014-05-19-14:32:01,69 0.1713
2014-05-19-14:32:06,69 0.1648
2014-05-19-14:32:11,70 0.1648
2014-05-19-14:32:16,70 0.1714
2014-05-19-14:32:21,71 0.1648
2014-05-19-14:32:26,71 0.1714
2014-05-19-14:32:31,71 0.1648
2014-05-19-14:32:36,72 0.1648
2014-05-19-14:32:41,72 0.1714
2014-05-19-14:32:46,73 0.1648
2014-05-19-14:32:51,73 0.1714
2014-05-19-14:32:56,73 0.1648
2014-05-19-14:33:01,74 0.1648
2014-05-19-14:33:06,74 0.1714
2014-05-19-14:33:11,75 0.1648
2014-05-19-14:33:16,75 0.1714
2014-05-19-14:33:21,75 0.1648
2014-05-19-14:33:26,76 0.1648
2014-05-19-14:33:31,76 0.1714
2014-05-19-14:33:36,76 0.1648
2014-05-19-14:33:41,77 0.1714
2014-05-19-14:33:46,77 0.1648
2014-05-19-14:33:51,78 0.1714
2014-05-19-14:33:56,78 0.1648
2014-05-19-14:34:01,78 0.1714
2014-05-19-14:34:06,79 0.1648
2014-05-19-14:34:11,79 0.1648
2014-05-19-14:34:16,80 0.1714
2014-05-19-14:34:21,80 0.1648
2014-05-19-14:34:26,80 0.1714
2014-05-19-14:34:31,81 0.1648
2014-05-19-14:34:36,81 0.1714
2014-05-19-14:34:41,82 0.1648
2014-05-19-14:34:46,82 0.1648
2014-05-19-14:34:51,82 0.1714
2014-05-19-14:34:56,83 0.1648
2014-05-19-14:35:01,83 0.1714
2014-05-19-14:35:06,84 0.1648
2014-05-19-14:35:11,84 0.1648
2014-05-19-14:35:16,84 0.1714
2014-05-19-14:35:21,85 0.1648
2014-05-19-14:35:26,85 0.1713
2014-05-19-14:35:31,86 0.1648
2014-05-19-14:35:36,86 0.1648
2014-05-19-14:35:41,87 0.1713
2014-05-19-14:35:46,87 0.1648
2014-05-19-14:35:51,88 0.1714
2014-05-19-14:35:56,88 0.1648
2014-05-19-14:36:01,89 0.1648
2014-05-19-14:36:06,89 0.1714
2014-05-19-14:36:11,89 0.1648
2014-05-19-14:36:16,90 0.1714
2014-05-19-14:36:21,90 0.1648
2014-05-19-14:36:26,91 0.1648
2014-05-19-14:36:31,91 0.1714
2014-05-19-14:36:36,91 0.1648
2014-05-19-14:36:41,92 0.1714
2014-05-19-14:36:46,92 0.1648
2014-05-19-14:36:51,93 0.1714
2014-05-19-14:36:56,93 0.1648
2014-05-19-14:37:01,93 0.1648
2014-05-19-14:37:06,94 0.1714
2014-05-19-14:37:11,94 0.1648
2014-05-19-14:37:16,94 0.1714
2014-05-19-14:37:21,95 0.1648
2014-05-19-14:37:26,95 0.1648
2014-05-19-14:37:31,96 0.1714
2014-05-19-14:37:36,96 0.1648
2014-05-19-14:37:41,96 0.1714
2014-05-19-14:37:46,97 0.1648
2014-05-19-14:37:51,97 0.1648
2014-05-19-14:37:56,98 0.1714
2014-05-19-14:38:01,98 0.1648
2014-05-19-14:38:06,98 0.1714
2014-05-19-14:38:11,99 0.1648
2014-05-19-14:38:16,99 0.1648
2014-05-19-14:38:22,00 0.1714
2014-05-19-14:38:27,00 0.1648
2014-05-19-14:38:32,00 0.1714
2014-05-19-14:38:37,01 0.1648
2014-05-19-14:38:42,01 0.1714
2014-05-19-14:38:47,02 0.1648
2014-05-19-14:38:52,02 0.1714
2014-05-19-14:38:57,02 0.1648
2014-05-19-14:39:02,03 0.1648
2014-05-19-14:39:07,03 0.1714
2014-05-19-14:39:12,03 0.1648
2014-05-19-14:39:17,04 0.1714
2014-05-19-14:39:22,04 0.1648
2014-05-19-14:39:27,05 0.1714
2014-05-19-14:39:32,05 0.1648
2014-05-19-14:39:37,05 0.1648
2014-05-19-14:39:42,06 0.1714
2014-05-19-14:39:47,06 0.1648
2014-05-19-14:39:52,07 0.1714
2014-05-19-14:39:57,07 0.1648
2014-05-19-14:40:02,07 0.1714
2014-05-19-14:40:07,08 0.1648
2014-05-19-14:40:12,08 0.1648
2014-05-19-14:40:17,09 0.1714
2014-05-19-14:40:22,09 0.1648
2014-05-19-14:40:27,09 0.1714
2014-05-19-14:40:32,10 0.1648
2014-05-19-14:40:37,10 0.1648
2014-05-19-14:40:42,11 0.1714
2014-05-19-14:40:47,11 0.1648
2014-05-19-14:40:52,11 0.1648
2014-05-19-14:40:57,12 0.1714
2014-05-19-14:41:02,12 0.1648
2014-05-19-14:41:07,12 0.1714
2014-05-19-14:41:12,13 0.1648
2014-05-19-14:41:17,13 0.1648
2014-05-19-14:41:22,14 0.1714
2014-05-19-14:41:27,14 0.1648
2014-05-19-14:41:32,14 0.1714
2014-05-19-14:41:37,15 0.1648
2014-05-19-14:41:42,15 0.1714
2014-05-19-14:41:47,16 0.1648
2014-05-19-14:41:52,16 0.1648
2014-05-19-14:41:57,16 0.1714
2014-05-19-14:42:02,17 0.1648
2014-05-19-14:42:07,17 0.1714
2014-05-19-14:42:12,18 0.1648
2014-05-19-14:42:17,18 0.1714
2014-05-19-14:42:22,18 0.1648
2014-05-19-14:42:27,19 0.1714
2014-05-19-14:42:32,19 0.1648
2014-05-19-14:42:37,20 0.1714
2014-05-19-14:42:42,20 0.1648
2014-05-19-14:42:47,20 0.1648
2014-05-19-14:42:52,21 0.1648
2014-05-19-14:42:57,21 0.1714
2014-05-19-14:43:02,21 0.1648
2014-05-19-14:43:07,22 0.1714
2014-05-19-14:43:12,22 0.1648
2014-05-19-14:43:17,23 0.1714
2014-05-19-14:43:22,23 0.1648
2014-05-19-14:43:27,23 0.1714
2014-05-19-14:43:32,24 0.1648
2014-05-19-14:43:37,24 0.1714
2014-05-19-14:43:42,25 0.1582
2014-05-19-14:43:47,25 0.1714
2014-05-19-14:43:52,25 0.1648
2014-05-19-14:43:57,26 0.1714
2014-05-19-14:44:02,26 0.1648
2014-05-19-14:44:07,27 0.1714
2014-05-19-14:44:12,27 0.1648
2014-05-19-14:44:17,27 0.1714
2014-05-19-14:44:22,28 0.1647
2014-05-19-14:44:27,29 0.1713
2014-05-19-14:44:32,30 0.1647
2014-05-19-14:44:37,30 0.1648
2014-05-19-14:44:42,31 0.1714
2014-05-19-14:44:47,31 0.1648
2014-05-19-14:44:52,31 0.1648
2014-05-19-14:44:57,32 0.1714
2014-05-19-14:45:02,32 0.1648
2014-05-19-14:45:07,32 0.1714
2014-05-19-14:45:12,33 0.1648
2014-05-19-14:45:17,33 0.1714
2014-05-19-14:45:22,34 0.1648
2014-05-19-14:45:27,34 0.1714
2014-05-19-14:45:32,34 0.1648
2014-05-19-14:45:37,35 0.1648
2014-05-19-14:45:42,35 0.1648
2014-05-19-14:45:47,36 0.1714
2014-05-19-14:45:52,36 0.1648
2014-05-19-14:45:57,36 0.1714
2014-05-19-14:46:02,37 0.1648
2014-05-19-14:46:07,37 0.1714
2014-05-19-14:46:12,37 0.1715
2014-05-19-14:46:17,38 0.1649
2014-05-19-14:46:22,38 0.1714
2014-05-19-14:46:27,38 0.1648
2014-05-19-14:46:32,39 0.1714
2014-05-19-14:46:37,39 0.1648
2014-05-19-14:46:42,39 0.1648
2014-05-19-14:46:47,40 0.1714
2014-05-19-14:46:52,40 0.1648
2014-05-19-14:46:57,41 0.1714
2014-05-19-14:47:02,41 0.1648
2014-05-19-14:47:07,41 0.1648
2014-05-19-14:47:12,42 0.1714
2014-05-19-14:47:17,42 0.1648
2014-05-19-14:47:22,43 0.1714
2014-05-19-14:47:27,43 0.1648
2014-05-19-14:47:32,43 0.1648
2014-05-19-14:47:37,44 0.1714
2014-05-19-14:47:42,44 0.1648
2014-05-19-14:47:47,45 0.1714
2014-05-19-14:47:52,45 0.1648
2014-05-19-14:47:57,45 0.1648
2014-05-19-14:48:02,46 0.1714
2014-05-19-14:48:07,46 0.1648
2014-05-19-14:48:12,47 0.1714
2014-05-19-14:48:17,47 0.1648
2014-05-19-14:48:22,47 0.1715
2014-05-19-14:48:27,48 0.1714
2014-05-19-14:48:32,48 0.1648
2014-05-19-14:48:37,48 0.1714
2014-05-19-14:48:42,49 0.1648
2014-05-19-14:48:47,49 0.1780
2014-05-19-14:48:52,50 0.1714
2014-05-19-14:48:57,50 0.1648
2014-05-19-14:49:02,50 0.1648
2014-05-19-14:49:07,51 0.1714
2014-05-19-14:49:12,51 0.1649
2014-05-19-14:49:17,52 0.1714
2014-05-19-14:49:22,52 0.1648
2014-05-19-14:49:27,52 0.1714
2014-05-19-14:49:32,53 0.1648
2014-05-19-14:49:37,53 0.1714
2014-05-19-14:49:42,54 0.1648
2014-05-19-14:49:47,54 0.1648
2014-05-19-14:49:52,54 0.1648
2014-05-19-14:49:57,55 0.1714
2014-05-19-14:50:02,55 0.1648
2014-05-19-14:50:07,56 0.1714
2014-05-19-14:50:12,56 0.1648
2014-05-19-14:50:17,57 0.1713
2014-05-19-14:50:22,57 0.1648
2014-05-19-14:50:27,57 0.1714
2014-05-19-14:50:32,58 0.1648
2014-05-19-14:50:37,58 0.1714
2014-05-19-14:50:42,59 0.1648
2014-05-19-14:50:47,59 0.1648
2014-05-19-14:50:52,59 0.1714
2014-05-19-14:50:57,60 0.1648
2014-05-19-14:51:02,60 0.1714
2014-05-19-14:51:07,61 0.1648
2014-05-19-14:51:12,61 0.1648
2014-05-19-14:51:17,61 0.1714
2014-05-19-14:51:22,62 0.1648
2014-05-19-14:51:27,62 0.1714
2014-05-19-14:51:32,63 0.1648
2014-05-19-14:51:37,63 0.1714
2014-05-19-14:51:42,63 0.1648
2014-05-19-14:51:47,64 0.1714
2014-05-19-14:51:52,64 0.1648
2014-05-19-14:51:57,65 0.1648
2014-05-19-14:52:02,65 0.1648
2014-05-19-14:52:07,65 0.1714
2014-05-19-14:52:12,66 0.1648
2014-05-19-14:52:17,66 0.1714
2014-05-19-14:52:22,66 0.1648
2014-05-19-14:52:27,67 0.1714
2014-05-19-14:52:32,67 0.1648
2014-05-19-14:52:37,68 0.1714
2014-05-19-14:52:42,68 0.1648
2014-05-19-14:52:47,68 0.1648
2014-05-19-14:52:52,69 0.1714
2014-05-19-14:52:57,69 0.1648
2014-05-19-14:53:02,70 0.1714
2014-05-19-14:53:07,70 0.1648
2014-05-19-14:53:12,70 0.1648
2014-05-19-14:53:17,71 0.1714
2014-05-19-14:53:22,72 0.1647
2014-05-19-14:53:27,72 0.1713
2014-05-19-14:53:32,73 0.1648
2014-05-19-14:53:37,73 0.1714
2014-05-19-14:53:42,74 0.1648
2014-05-19-14:53:47,74 0.1648
2014-05-19-14:53:52,74 0.1714
2014-05-19-14:53:57,75 0.1648
2014-05-19-14:54:02,75 0.1714
2014-05-19-14:54:07,75 0.1648
2014-05-19-14:54:12,76 0.1714
2014-05-19-14:54:17,76 0.1648
2014-05-19-14:54:22,77 0.1648
2014-05-19-14:54:27,77 0.1714
2014-05-19-14:54:32,77 0.1648
2014-05-19-14:54:37,78 0.1714
2014-05-19-14:54:42,78 0.1648
2014-05-19-14:54:47,79 0.1714
2014-05-19-14:54:52,79 0.1648
2014-05-19-14:54:57,79 0.1714
2014-05-19-14:55:02,80 0.1648
2014-05-19-14:55:07,80 0.1648
2014-05-19-14:55:12,81 0.1714
2014-05-19-14:55:17,81 0.1648
2014-05-19-14:55:22,81 0.1714
2014-05-19-14:55:27,82 0.1648
2014-05-19-14:55:32,82 0.1648
2014-05-19-14:55:37,83 0.1714
2014-05-19-14:55:42,83 0.1648
2014-05-19-14:55:47,83 0.1714
2014-05-19-14:55:52,84 0.1648
2014-05-19-14:55:57,84 0.1648
2014-05-19-14:56:02,84 0.1714
2014-05-19-14:56:07,85 0.1648
2014-05-19-14:56:12,85 0.1714
2014-05-19-14:56:17,86 0.1648
2014-05-19-14:56:22,86 0.1648
2014-05-19-14:56:27,86 0.1714
2014-05-19-14:56:32,87 0.1648
2014-05-19-14:56:37,87 0.1714
2014-05-19-14:56:42,88 0.1648
2014-05-19-14:56:47,88 0.1714
2014-05-19-14:56:52,88 0.1648
2014-05-19-14:56:57,89 0.1648
2014-05-19-14:57:02,89 0.1714
2014-05-19-14:57:07,90 0.1648
2014-05-19-14:57:12,90 0.1714
2014-05-19-14:57:17,90 0.1648
2014-05-19-14:57:22,91 0.1648
2014-05-19-14:57:27,91 0.1714
2014-05-19-14:57:32,92 0.1648
2014-05-19-14:57:37,92 0.1714
2014-05-19-14:57:42,92 0.1648
2014-05-19-14:57:47,93 0.1648
2014-05-19-14:57:52,93 0.1714
2014-05-19-14:57:57,93 0.1648
2014-05-19-14:58:02,94 0.1714
2014-05-19-14:58:07,94 0.1648
2014-05-19-14:58:12,95 0.1648
2014-05-19-14:58:17,95 0.1714
2014-05-19-14:58:22,95 0.1648
2014-05-19-14:58:27,96 0.1714
2014-05-19-14:58:32,96 0.1648
2014-05-19-14:58:37,97 0.1648
2014-05-19-14:58:42,97 0.1714
2014-05-19-14:58:47,97 0.1648
2014-05-19-14:58:52,98 0.1714
2014-05-19-14:58:57,98 0.1648
2014-05-19-14:59:02,99 0.1714
2014-05-19-14:59:07,99 0.1648
2014-05-19-14:59:12,99 0.1648
2014-05-19-14:59:18,00 0.1714
2014-05-19-14:59:23,00 0.1648
2014-05-19-14:59:28,01 0.1714
2014-05-19-14:59:33,01 0.1648
2014-05-19-14:59:38,01 0.1714
2014-05-19-14:59:43,02 0.1648
2014-05-19-14:59:48,02 0.1713
2014-05-19-14:59:53,03 0.1648
2014-05-19-14:59:58,03 0.1648
2014-05-19-15:00:03,04 0.1319
2014-05-19-15:00:08,04 0.0000
2014-05-19-15:00:13,04 0.0000
2014-05-19-15:00:18,05 0.0000
2014-05-19-15:00:23,05 0.0000
2014-05-19-15:00:28,06 0.0000
2014-05-19-15:00:33,06 0.0000
2014-05-19-15:00:38,06 0.0000
2014-05-19-15:00:43,07 0.0000
2014-05-19-15:00:48,07 0.0000
2014-05-19-15:00:53,08 0.0000
2014-05-19-15:00:58,08 0.0000
2014-05-19-15:01:03,08 0.0000
2014-05-19-15:01:08,09 0.0000
2014-05-19-15:01:13,09 0.0000
2014-05-19-15:01:18,10 0.0000
2014-05-19-15:01:23,10 0.0000
2014-05-19-15:01:28,10 0.0000
2014-05-19-15:01:33,11 0.0000
2014-05-19-15:01:38,11 0.0000
2014-05-19-15:01:43,11 0.0000
2014-05-19-15:01:48,12 0.0000
2014-05-19-15:01:53,12 0.0000
2014-05-19-15:01:58,13 0.0000
2014-05-19-15:02:03,13 0.0000
2014-05-19-15:02:08,13 0.0000
2014-05-19-15:02:13,14 0.0000
2014-05-19-15:02:18,15 0.0000
2014-05-19-15:02:23,15 0.0000
2014-05-19-15:02:28,15 0.0000
2014-05-19-15:02:33,16 0.0000
2014-05-19-15:02:38,16 0.0000
2014-05-19-15:02:43,17 0.0000
2014-05-19-15:02:48,17 0.0000
2014-05-19-15:02:53,17 0.0000
2014-05-19-15:02:58,18 0.0000
2014-05-19-15:03:03,18 0.0000
2014-05-19-15:03:08,19 0.0000
2014-05-19-15:03:13,19 0.0000
2014-05-19-15:03:18,19 0.0000
2014-05-19-15:03:23,20 0.0000
2014-05-19-15:03:28,20 0.0000
2014-05-19-15:03:33,20 0.0000
2014-05-19-15:03:38,21 0.0000
2014-05-19-15:03:43,21 0.0000
2014-05-19-15:03:48,22 0.0000
2014-05-19-15:03:53,22 0.0000
2014-05-19-15:03:58,22 0.0000
2014-05-19-15:04:03,23 0.0000
2014-05-19-15:04:08,23 0.0000
2014-05-19-15:04:13,24 0.0000
2014-05-19-15:04:18,24 0.0000
2014-05-19-15:04:23,24 0.0000
2014-05-19-15:04:28,25 0.0000
2014-05-19-15:04:33,25 0.0000
2014-05-19-15:04:38,26 0.0000
2014-05-19-15:04:43,26 0.0000
2014-05-19-15:04:48,26 0.0000
2014-05-19-15:04:53,27 0.0000
2014-05-19-15:04:58,27 0.0000
2014-05-19-15:05:03,28 0.0000
2014-05-19-15:05:08,28 0.0000
2014-05-19-15:05:13,28 0.0000
2014-05-19-15:05:18,29 0.0000
2014-05-19-15:05:23,29 0.0000
2014-05-19-15:05:28,29 0.0000
2014-05-19-15:05:33,30 0.0000
2014-05-19-15:05:38,30 0.0000
2014-05-19-15:05:43,31 0.0000
2014-05-19-15:05:48,31 0.0000
2014-05-19-15:05:53,31 0.0000
2014-05-19-15:05:58,32 0.0000
2014-05-19-15:06:03,32 0.0000
2014-05-19-15:06:08,33 0.0000
